customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AvgChargesPerMonth,tenure_group,HighMonthlyCharges,LongTenure,HighCharge_LongTenure,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Payment_Month-to-month_Credit card (automatic),Contract_Payment_Month-to-month_Electronic check,Contract_Payment_Month-to-month_Mailed check,Contract_Payment_One year_Bank transfer (automatic),Contract_Payment_One year_Credit card (automatic),Contract_Payment_One year_Electronic check,Contract_Payment_One year_Mailed check,Contract_Payment_Two year_Bank transfer (automatic),Contract_Payment_Two year_Credit card (automatic),Contract_Payment_Two year_Electronic check,Contract_Payment_Two year_Mailed check
4716-MRVEN,-0.440327089412664,-0.13941712119319946,-1.4891123024354593,-0.7429598857228265,0,-1.4621746775198483,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2143-LJULT,-0.440327089412664,1.4088534073065913,-1.3145999747452028,-0.24271947841884056,0,-1.289817226165443,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1323-OOEPC,-0.440327089412664,0.8384379494382472,1.1169384577390378,1.2645313179766016,1,1.0721318634243056,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3200-MNQTF,-0.440327089412664,1.4088534073065913,0.2028262650757895,1.0561143594632154,0,0.1659184203143373,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6164-HXUGH,-0.440327089412664,-1.076528230548336,-1.494098368940895,-0.9547298689709749,0,-1.4880887558167082,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
5630-IXDXV,-0.440327089412664,0.5939741817803856,1.3811999825271402,1.1319986034604688,0,1.2713107010794307,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0320-DWVTU,-0.440327089412664,0.8384379494382472,1.1535029454455674,1.3857475740129115,0,1.2438786899945082,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
9135-MGVPY,-0.440327089412664,1.4903413298592119,0.6615443835758922,1.586333455020767,0,0.6759276005842574,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1212-GLHMD,-0.440327089412664,-1.1987601143772668,0.706418982124815,-0.8993387827276311,0,0.5571622613291562,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
7878-JGDKK,-0.440327089412664,-1.1580161531009565,-0.6730594177124505,-0.9099714006365486,0,-0.3184470260463983,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1088-AUUZZ,-0.440327089412664,0.9606698332671781,0.3673664597551738,0.8726244927279966,0,0.37415615365488897,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0397-GZBBC,2.271039016322759,1.082901717096109,0.9656944404074818,1.452146287510508,1,0.9835713053457023,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6614-YWYSC,2.271039016322759,1.1643896396487294,-1.322910085587596,-0.3448102578430522,0,-1.3311990369962388,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9588-OZDMQ,-0.440327089412664,-1.2395040756535771,-0.6581012181961428,-0.9677669585646891,0,-0.6601044415050926,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
7641-EUYET,2.271039016322759,0.5532302205040753,1.1933914774890548,0.9961569829560832,1,1.1238604285247633,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6476-EPYZR,-0.440327089412664,-0.8320644628904743,-1.472492080750673,-0.8946401362243128,0,-1.4414300865540661,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
9921-ZVRHG,-0.440327089412664,-0.7505765403378537,0.5202724992552084,-0.5344105709699102,1,0.39001142419046125,13-24,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1174-FGIFN,-0.440327089412664,-0.18016108246950976,0.8526769329509349,0.09968611324550954,0,0.8221858691992513,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6620-HVDUJ,-0.440327089412664,-0.3431369275747509,-0.14453636813624496,-0.37172269321417106,0,-0.157971573330951,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4701-MLJPN,-0.440327089412664,-0.05792919864057891,-0.3173866736580229,-0.25044025905809597,1,-0.3132770780588122,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1032-MAELW,-0.440327089412664,1.4495973685829016,0.45379161251606304,1.3456436334352935,0,0.4516402621874874,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
7641-TQFHN,-0.440327089412664,0.2680224915699033,1.1884054109836186,0.7112160586210484,0,1.1622595779569183,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1552-TKMXS,-0.440327089412664,0.3902543753988342,-1.477478147256109,-0.6235745576666827,0,-1.4606378396655681,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
9206-GVPEQ,-0.440327089412664,-0.791320501614164,-0.34397902835368094,-0.6955101738512882,1,-0.34542920142108496,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
8622-ZLFKO,-0.440327089412664,-1.076528230548336,0.8626490659618067,-0.7813652545598084,0,0.6816774082963251,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1596-BBVTG,-0.440327089412664,0.10504664646466222,0.35074623807038746,0.15562868382022885,1,0.3484090874717509,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
6188-UXBBR,-0.440327089412664,0.22727853029359305,-1.4808021915930663,-0.6479060463669648,0,-1.4364895859158546,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2333-KWEWW,-0.440327089412664,-0.5876006952326126,-1.4874502802669807,-0.8359180846194617,0,-1.4315829906741793,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5702-SKUOB,-0.440327089412664,-1.1580161531009565,-1.5024084797832884,-0.9661345649438181,0,-1.3728225166619568,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1134-YWTYF,-0.440327089412664,-0.22090504374582004,-0.36558531654390336,-0.39417913518777686,0,-0.44141301930037613,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6061-GWWAV,-0.440327089412664,0.3495104141225239,0.17955795471708852,0.26967564354865886,0,0.1921351082927458,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0679-TDGAK,-0.440327089412664,0.7162060656093164,0.35573230457582355,0.7686807259503637,0,0.5205641950720215,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6585-WCEWR,-0.440327089412664,1.6125732136881425,-1.477478147256109,-0.40981923082558275,0,-1.5236119241310664,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
9067-YGSCA,-0.440327089412664,1.5310852911355222,-1.2880076200495447,-0.18834312334522743,0,-1.268213228001513,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
9067-SQTNS,-0.440327089412664,0.4717422979514547,-1.4691680364137156,-0.5988239408745554,0,-1.4495871965650176,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8433-WXGNA,-0.440327089412664,-1.2395040756535771,0.3623803932497382,-0.9238908651604635,1,0.9873054963066478,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1776-SPBWV,-0.440327089412664,0.06430268518835193,-1.485788258098502,-0.7064295636125208,0,-1.4821772502087716,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8735-SDUFN,2.271039016322759,1.6125732136881425,-1.346178395946297,-0.2226233893835215,0,-1.3283725418022803,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9668-PUGNU,-0.440327089412664,1.5718292524118322,-1.3395303072723823,-0.2060788594422599,0,-1.2993464865717617,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
9405-GPBBG,-0.440327089412664,1.2866215234776603,1.5191478225108668,2.1115009541029206,0,1.51265553884946,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1926-QUZNN,-0.440327089412664,1.6125732136881425,-1.3145999747452028,-0.19504917281475215,0,-1.2996135000970028,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3707-GNWHM,-0.440327089412664,-1.2802480369298874,0.3141817503638577,-0.9746053642737439,1,0.31310152980149114,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
7016-NVRIC,2.271039016322759,-0.13941712119319946,0.8410427777715843,0.16473920497455008,0,0.8882569766150489,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5829-NVSQN,-0.440327089412664,-0.38388088885106114,0.13135931183120808,-0.26199937064372414,0,0.2867412422530576,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9565-AXSMR,-0.440327089412664,0.797693988161937,-1.5157046571311175,-0.5420210547428905,0,-1.474825970675825,49-60,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
8922-LIEGH,2.271039016322759,-0.3023929662984406,0.8277466004237555,-0.04224389427725993,1,0.7521458032229331,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
8869-LIHMK,-0.440327089412664,1.2866215234776603,1.672053862010901,2.2283273948614823,0,1.6497326352334938,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8245-UMPYT,2.271039016322759,-0.6690886177852331,1.0504575709998925,-0.3097579137408326,1,1.1272815040945736,13-24,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5186-SAMNZ,2.271039016322759,-1.2802480369298874,0.15628964435838757,-0.9767010047329704,1,0.15573205359021378,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0447-RXSGD,-0.440327089412664,-0.3431369275747509,1.1584890119510036,0.05362614188903719,0,1.1729048478558255,13-24,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4927-WWOOZ,-0.440327089412664,-1.2395040756535771,0.8859173763205076,-0.931721942665994,0,0.6932730539118926,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5788-YPOEG,-0.440327089412664,0.06430268518835193,0.6632064057443707,0.24536621422163163,0,0.6199963690135144,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5373-SFODM,2.271039016322759,0.1457906077409725,0.679826627429157,0.3747664977355525,1,0.7362045513695307,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0661-KBKPA,-0.440327089412664,0.8384379494382472,0.4637637455269347,0.731995988227273,0,0.3176022655660242,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
9081-WWXKP,-0.440327089412664,0.5939741817803856,-1.4808021915930663,-0.6220304015388316,0,-1.5311700450490153,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0784-ZQJZX,-0.440327089412664,1.6125732136881425,-1.4924363467724167,-0.33250112756675354,0,-1.442971571189469,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3133-PZNSR,-0.440327089412664,1.6125732136881425,1.0953321695488154,2.077242747437882,0,1.0703155942847602,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5766-ZJYBB,-0.440327089412664,-1.2802480369298874,-1.509056568457203,-0.9988044967344959,1,-1.5041017902382066,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
8931-GJJIQ,-0.440327089412664,-0.9542963467194051,0.6150077628584902,-0.6529576428423634,1,0.8102418283355963,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
4277-PVRAN,-0.440327089412664,-0.9950403079957154,0.5086383440758576,-0.7076648885148017,1,0.6663545908757531,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0022-TCJCI,2.271039016322759,0.512486259227765,-0.06974537055470645,0.22421127527007187,1,-0.0916417195418995,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0722-SVSFK,-0.440327089412664,-1.0357842692720256,1.183419344478183,-0.6919144960107206,0,1.2372034916135786,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3612-YVGSJ,-0.440327089412664,1.5718292524118322,-1.3411923294408608,-0.2654626922447616,0,-1.3621542893828453,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9825-YCXWZ,2.271039016322759,0.3495104141225239,1.2066876548368837,0.7645335637784207,0,1.0984944047876326,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5397-NSKQG,-0.440327089412664,1.4088534073065913,-0.461982602315664,0.4404593112889886,0,-0.5241090284807199,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
8565-HBFNN,-0.440327089412664,1.4903413298592119,1.4094543593912772,2.2208492673280325,0,1.3664807071809297,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2000-DHJUY,2.271039016322759,1.5310852911355222,0.9108477088476872,1.8490826498612563,0,0.9174713122014628,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0203-HHYIJ,-0.440327089412664,-0.3023929662984406,-1.3129379525767242,-0.7089663915368477,1,-1.2505215858337608,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8670-ERCJH,-0.440327089412664,1.6125732136881425,1.6155451082826278,2.5945350502679947,0,1.6098352166757626,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7758-UJWYS,-0.440327089412664,0.06430268518835193,-0.8060211911907411,-0.4224151329541967,0,-0.8548917993666058,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2050-ONYDQ,-0.440327089412664,1.3273654847539706,-1.2896696422180234,-0.2772644569361949,0,-1.30335695394408,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7055-JCGNI,-0.440327089412664,1.5310852911355222,1.5673464653967473,2.4321118849913153,0,1.5429262379554571,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0739-UUAJR,-0.440327089412664,1.6125732136881425,-0.36558531654390336,0.736407862878276,0,-0.3281330712927358,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4826-DXMUP,-0.440327089412664,0.10504664646466222,0.24271479711927632,0.0934653699875952,0,0.2150354983098322,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0952-KMEEH,-0.440327089412664,-0.791320501614164,1.1086283468966447,-0.4645926546177862,1,0.9884523184004954,13-24,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
7285-KLOTR,-0.440327089412664,-0.8320644628904743,0.46708778986389177,-0.6205524235307456,0,0.2737591607486718,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0654-PQKDW,-0.440327089412664,1.2051336009250397,0.1978401985703534,0.8736171645244722,0,0.1313918850285035,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7175-NTIXE,-0.440327089412664,-0.3023929662984406,0.377338592766046,-0.1280989749857802,0,0.4942586447327049,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
7963-SHNDT,-0.440327089412664,0.797693988161937,-0.8542198340766214,-0.13288585898211863,0,-0.8839895991595172,49-60,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
9796-BPKIW,2.271039016322759,-0.9950403079957154,0.17124784387469535,-0.7591073469454978,0,0.1834787770274655,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0188-GWFLE,-0.440327089412664,-1.2395040756535771,-1.4874502802669807,-0.9924955159835616,0,-1.588584351151629,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
